,Company Name,Founded,Location,Sector,What it does,Founders,Investor,Amount,Stage
2572,<td>Smallcase</td>,<td>2015</td>,<td>Bangalore</td>,<td>FinTech</td>,<td>Changing how India invests in equities</td>,"<td>Anugrah Shrivastava, Rohan Gupta, Vasanth Kamath</td>","<td>WEH Ventures, BEENEXT</td>",<td>Undisclosed</td>,<td></td>
2573,<td>CueMath</td>,<td>2011</td>,<td>Bangalore</td>,<td>EdTech</td>,<td>Cuemath is an engaging ‘learning-by-doing’ methodology for students with face-to-face sessions from highly-trained Cuemath teachers.</td>,<td>Manan Khurma</td>,"<td>Sequoia Capital India, CapitalG</td>","<td>$40,000,000</td>",<td>Series C</td>
2574,<td>Gamerji</td>,<td>2018</td>,<td>Ahmedabad</td>,<td>Gaming startup</td>,"<td>Gamerji is an online esports gaming platform where tournaments are created for different games such as PUBG, COD, Free Fire etc.</td>","<td>Soham Thacker, Valay Patel, Varun Gajjar</td>",<td>La Gajjar Group.</td>,<td>Undisclosed</td>,<td>Seed</td>
2575,<td>5C Network</td>,<td>2014</td>,<td>Bangalore</td>,<td>HealthTech</td>,"<td>5C is India's first Diagnostics Network, making Radiodiagnosis more Accessible, Affordable and Accurate</td>",<td>Kalyan Sivasailam</td>,"<td>Axilor Ventures, Unitus Ventures</td>","<td>$1,200,000</td>",<td>Pre-series A</td>
2576,<td>Ethereum Push Notification Service</td>,<td>2020</td>,<td>Mumbai</td>,<td>Blockchain startup</td>,<td>EPNS is a decentralized notification protocol</td>,"<td>Harsh Rajat, Richa Joshi </td>",<td>Prolific angel investors</td>,"<td>$750,000</td>",<td>Seed</td>
2577,<td>Mihup</td>,<td>2016</td>,<td>Kolkata</td>,<td>Conversational AI platform</td>,<td>Intelligence-based personal mobile assistant app</td>,"<td>Biplab Chakraborty, Sandipan Chattopadhyay, Sandipan Mandal, Tapan Barman</td>","<td>Ideaspring Capital, Accel</td>","<td>$1,500,000</td>",<td>Series A</td>
2578,<td>RuralBasket</td>,<td>2019</td>,"<td>Tirunelveli, Tamilnadu</td>",<td>E-commerce </td>,<td>Naturally grown and healthy products directly from farmers.</td>,<td>Palani Rajan</td>,<td>Nativelead Foundation</td>,"<td>$500,000</td>",<td></td>
2579,<td>WayCool Foods</td>,<td>2015</td>,<td>Chennai</td>,<td>AgriTech</td>,"<td>WayCool has adopted a tech-enabled supply chain approach to produce staples like rice, dairy, and value added products.</td>","<td>Karthik Jayaraman, Sanjay Dasari</td>","<td>FMO, IndusInd Bank</td>","<td>$7,800,000</td>",<td>Debt</td>
2580,<td>Infra.Market</td>,<td>2016</td>,<td>Thane</td>,<td>Real Estate</td>,<td>Hella Infra Market develops an online procurement marketplace intended to serve the real estate and construction materials industry.</td>,"<td>Aaditya Sharda, Souvik Sengupta</td>","<td>Trifecta Capital Advisors, Nexus Venture Partners</td>","<td>$20,000,000</td>",<td>Series B</td>
2581,<td>Info Edge Venture </td>,<td>1995</td>,<td>Noida</td>,<td>Venture capitalist</td>,"<td>Info Edge provides online recruitment, matrimonial and real estate classifieds, and related services.</td>",<td>Sanjeev Bikhchandani</td>,<td>Lightbox</td>,"<td>$50,000,000</td>",<td></td>
2582,<td>Clovia</td>,<td>2013</td>,<td>Noida</td>,<td>E-commerce </td>,<td>Clovia is the online lingerie retailer</td>,"<td>Neha Kant, Pankaj Vermani</td>","<td>Golden Birch Investments, She Capital</td>","<td>$4,000,000</td>",<td>Pre-series C</td>
2583,<td>Codingal</td>,<td>2020</td>,<td>Bangalore</td>,<td>EdTech</td>,<td>Coding education platform for K-12 students</td>,"<td>Satyam Baranwal, Vivek Prakash</td>","<td>Pras Hanuma, Rebright Partners, Java Capital, and GSF Accelerator.</td>","<td>$560,000</td>",<td>Seed</td>
2584,<td>CRED</td>,<td>2018</td>,<td>Bangalore</td>,<td>Finance company</td>,<td>CRED is a members-only app that rewards the user with exclusive rewards for paying credit card bills.</td>,<td>Kunal Shah</td>,"<td>General Catalyst, Ribbit Capital</td>","<td>$80,000,000</td>",<td>Series C</td>
2585,<td>Vistaar Finance</td>,<td>2010</td>,<td>Bangalore</td>,<td>Finance company</td>,<td>The preferred full range Financial Services provider to the Small Business segment focused on rural and semi urban markets.</td>,"<td>Brahmanad, Ramakrishna Nishtala</td>",<td>FMO </td>,"<td>$30,000,000</td>",<td></td>
2586,<td>Let's Dive</td>,<td>2020</td>,<td>Bangalore</td>,<td>SaaS platform</td>,<td>A platform for remote employee engagement and building team culture</td>,"<td>Nitesh Agrawal, Om Prakash</td>",<td>Surge</td>,"<td>$1,700,000</td>",<td></td>
2587,<td>Habitat</td>,<td>2016</td>,<td></td>,<td>EdTech</td>,"<td>Habitat, a social learning edtech platform for civil service aspirants</td>","<td>Rohit Pande, Shikhar Sachan</td>","<td>Unitus Ventures, Whiteboard Capital</td>","<td>$600,000</td>",<td>Seed</td>
2588,<td>SAWO Labs</td>,<td>2020</td>,<td>Mumbai</td>,<td>SaaS platform</td>,<td>Providing Secure Authentication solutions to Apps and Websites. Eliminating Passwords and OTPs for a seamless User Experience.</td>,<td>Prabhat Sahu</td>,"<td>StartupXseed Ventures, 100X.VC</td>","<td>$600,000</td>",<td>Seed</td>
2589,<td>Signzy</td>,<td>2015</td>,<td>Bangalore</td>,<td>AI platform</td>,<td>Signzy are creating 'building blocks for a Digital Trust system.</td>,"<td>Ankit Ratan, Ankur Pandey, Arpit Ratan</td>","<td>Stellaris Venture Partners, Mastercard</td>","<td>$3,000,000</td>",<td></td>
2590,<td>KopyKitab</td>,<td>2013</td>,<td>Bangalore</td>,<td>EdTech</td>,"<td>Kopykitab is an India-based digital library that provides eBooks, and digital content in school and higher education.</td>","<td>Amit Shrivastava, Sumeet Verma</td>","<td>Paula Mariwala, Siddharth Anand</td>",<td>Undisclosed</td>,<td></td>
2591,<td>Kyt</td>,<td>2020</td>,<td>Singapore</td>,<td>EdTech</td>,<td>Holistic education for every child | Individual and small group live classes for ages 5 - 15 years</td>,"<td>Bhavik Rathod, Tripti Ahuja</td>",<td>Sequoia Capital India’s Surge</td>,"<td>$2,500,000</td>",<td></td>
2592,<td>Raskik</td>,<td>2019</td>,<td></td>,<td>Fusion beverages</td>,<td>All new fusion-flavour fruit juices with the goodness of coconut and taste of India's finest fruits.</td>,"<td>Vikas Chawla, Abhay Parnerkar, Satyajit Ram</td>","<td>Venture Catalysts, 9Unicorns</td>","<td>$1,000,000</td>",<td>Pre-series A</td>
2593,<td>GetWork</td>,<td>2019</td>,<td>Gurugram</td>,<td>HR Tech</td>,<td>GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.</td>,<td>Rahul Veerwal</td>,<td>India Accelerator</td>,"<td>$40,000</td>",<td>Pre-seed</td>
2594,<td>Mobile Premier League (MPL)</td>,<td>2018</td>,<td>Bangalore</td>,<td>Gaming</td>,<td>Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.</td>,"<td>Sai Srinivas Kiran G, Shubham Malhotra</td>","<td>Pegasus Tech Ventures, Base Partners</td>","<td>$500,000</td>",<td>Series B</td>
2595,<td>Pravasirojgar</td>,<td>2020</td>,<td></td>,<td>Job portal</td>,<td>Initiative for blue-collar job workers</td>,<td>Sonu Sood</td>,<td>GoodWorker.</td>,"<td>$33,000,000</td>",<td></td>
2596,<td>Omatra Hotels</td>,<td>2017</td>,<td>Kolkata</td>,<td>Hospitality</td>,<td>Omatra is very new hotel management firm recently registered as Omatra Hospitality Services Private Limited.</td>,"<td>NAVEED AHAMED, SYED SAQQA ABBAS</td>",<td>Capify</td>,<td>Undisclosed</td>,<td>Seed</td>
2597,<td>Awign</td>,<td>2016</td>,<td>Bangalore</td>,<td>Job portal</td>,<td>Operations and manpower outsourcing startup</td>,"<td>Annanya Sarthak, Gurpreet Singh, Praveen Sah</td>","<td>Unitus Ventures, Work10M</td>",<td>Undisclosed</td>,<td>Pre-series B</td>
2598,<td>NewsReach</td>,<td>2018</td>,<td>Gujarat</td>,<td>Digital Media</td>,<td>NewsReach India offers partner publications a digital footprint and monetisation of their content via advertisements.</td>,"<td>Darshan Shah, Soniya Kundnani</td>","<td>Mumbai Angels, JITO Angel Network.</td>","<td>$1,500,000</td>",<td>Seed</td>
2599,<td>Cashfree</td>,<td>2015</td>,<td>Bangalore</td>,<td>FinTech</td>,<td>Cashfree is a payments and banking technology company that enables businesses in India to collect payments online and make payouts.</td>,"<td>Akash Sinha, Reeju Datta</td>","<td>George Osborne, Smilegate Investment</td>","<td>$35,000,000</td>",<td>Series B</td>
2600,<td>Credgenics</td>,<td>2018</td>,<td>New Delhi</td>,<td>FinTech</td>,"<td>Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction</td>","<td>Anand Agrawal, Mayank Khera, Rishabh Goel</td>","<td>Accel India, Breadlake Ventures</td>","<td>$3,000,000</td>",<td>Pre-series A</td>
2601,<td>GeoIQ</td>,<td>2018</td>,<td>Bangalore</td>,<td>AI startup</td>,"<td>Map-based intelligent platform with single-click access to street-level location data - demographics, competitions, movements - for retail.</td>","<td>Devashish Fuloria, Tusheet Shrivastava, Ankita Thakur</td>","<td>Ankur Mittal, Mitesh Shah</td>","<td>$300,000</td>",<td>Seed</td>
2602,<td>Country Delight</td>,<td>2015</td>,<td>Haryana</td>,<td>Dairy startup</td>,<td>Country Delight produces and distributes milk intended to provide good quality and unadulterated milk at doorstep.</td>,"<td>Chakradhar Gade, Nitin Kaushal</td>","<td>IIFL Asset Management, Matrix Partners</td>","<td>$25,000,000</td>",<td>Series C</td>
2603,<td>Quintype</td>,<td>2014</td>,<td>Bangalore</td>,<td>Content management</td>,"<td>A technology company that focus on building a suite of digital publishing solutions to simplify content creation, distribution, audience engagement</td>",<td>Chirdeep Shetty</td>,<td>IIFL AMC</td>,"<td>$3,500,000</td>",<td>Series A</td>
2604,<td>CARS24</td>,<td>2015</td>,<td>Haryana</td>,<td>Retail</td>,<td>CARS24 is an India-based platform for selling used cars.</td>,"<td>Mehul Agrawal, Ruchit Agarwal, Vikram Chopra</td>","<td>Global Car Group, Freemark holdings</td>","<td>$200,000,000</td>",<td>Series E</td>
2605,<td>Astrogate Labs</td>,<td>2017</td>,<td>Bangalore</td>,<td>Spacetech</td>,<td>Astrogate Labs provides high-quality products related to space infrastructure.</td>,<td></td>,"<td>Venture Catalysts, Speciale Invest</td>",<td>Undisclosed</td>,<td></td>
2606,<td>Power Gummies</td>,<td>2018</td>,<td>New Delhi</td>,<td>HealthTech</td>,<td>Power Gummies are a team of passionate givers who are dedicated to catering nutritional supplements</td>,<td>Divij Bajaj</td>,<td>Venture Catalysts</td>,<td>Undisclosed</td>,<td>Bridge</td>
2607,<td>Cityflo</td>,<td>2015</td>,<td>Mumbai</td>,<td>Transportation</td>,<td>Cityflo is an urban transportation app that provides comfortable and economical buses for daily commute.</td>,"<td>Advaith Vishwanath, Ankit Agrawal, Jerin Venad, Rushabh Shah, Sankalp Kelshikar, Subhash Sundaravadivelu</td>","<td>Anupam Mittal, India Quotient</td>","<td>$7,000,000</td>",<td>Series A</td>
2608,<td>AlgoBulls</td>,<td>2019</td>,<td>Mumbai</td>,<td>Trading platform</td>,<td>Algobulls is a state-of-the-art Trading Platform where customers are provided with Fully Automated Algorithmic Trading</td>,"<td>Pushpak Dagade, Jimmit Patel and Suraj Bathija</td>",<td>Venture Catalysts</td>,"<td>$200,000</td>",<td></td>
2609,<td>Credgenics</td>,<td>2018</td>,<td>Gurugram</td>,<td>FinTech</td>,"<td>Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction</td>","<td>Anand Agrawal, Mayank Khera, Rishabh Goel</td>","<td>Accel India, Breadlake Ventures</td>","<td>$3,000,000</td>",<td>Pre-series A</td>
2610,<td>Inntot</td>,<td>2014</td>,<td>Kerala</td>,<td>Tech company</td>,"<td>Inntot Technologies, is a technology driven company.</td>",<td>Rajith Nair</td>,<td>Unicorn India Ventures</td>,<td>Undisclosed</td>,<td></td>
2611,<td>Ensuredit</td>,<td>2019</td>,<td>Gurugram</td>,<td>FinTech</td>,<td>ENSUREDIT enables and empowers end customers and Insurance Intermediaries with AI-based product platforms for transformational customer experience.</td>,"<td>Amit, Rohit Sadhu, and Vikas Ranga</td>",<td>Venture Catalysts</td>,"<td>$300,000</td>",<td>Pre-series A</td>
2612,<td>Shipsy</td>,<td>2015</td>,<td>Gurugram</td>,<td>AI Company</td>,<td>Shipsy's platform enables data driven decision making enhancing visibility and operational efficiency for Supply Chain industry</td>,"<td>Dhruv Agrawal, Himanshu Gupta, Soham Chokshi</td>","<td>DTDC, Udaan Angel Partners</td>","<td>$6,000,000</td>",<td>Series A</td>
2613,<td>ERPNext </td>,<td>2008</td>,<td>Mumbai</td>,<td>Tech company</td>,"<td>ERPNext is an Open Source, Online ERP solution which includes Accounting, CRM, Inventory, Purchasing, HR, Support and a lot more.</td>",<td>Rushabh Mehta</td>,<td>Rainmatter</td>,"<td>$1,000,000</td>",<td></td>
2614,<td>LightSpeedAI</td>,<td>2019</td>,<td>Bangalore</td>,<td>Photonics startup</td>,<td>Developer of an optoelectronic processor designed to accelerate AI computations.</td>,"<td>Rohin Y, PV Ramana</td>","<td>YourNest, growX ventures</td>",<td>Undisclosed</td>,<td></td>
2615,<td>Grip Invest</td>,<td>2020</td>,<td>Gurugram</td>,<td>FinTech</td>,<td>Grip is an investment platform that allows retail investors to make small ticket investments in physical assets that earn lease income.</td>,"<td>Nikhil Aggarwal, Vivek Gulati</td>",<td>Gemba Capital</td>,<td>Undisclosed</td>,<td>Pre-series A</td>
2616,<td>Unacademy</td>,<td>2015</td>,<td>Bangalore</td>,<td>EdTech</td>,<td>Unacademy is an online learning platform providing educational content such as video lectures and examinations.</td>,"<td>Gaurav Munjal, Hemesh Singh, Roman Saini, Sachin Gupta</td>","<td>Dragoneer Investment Group, Tiger Global Management</td>",<td>Undisclosed</td>,<td></td>
2617,<td>Yellow Classes</td>,<td>2020</td>,<td>Gurugram</td>,<td>EdTech</td>,<td>New-age fun-learning platform for kids.</td>,"<td>Arpit Mittal, Anshul Gupta</td>",<td>India Quotient</td>,"<td>$1,300,000</td>",<td>Pre-series A</td>
2618,<td>Plum</td>,<td>2019</td>,<td>Bangalore</td>,<td>HealthTech</td>,<td>High quality health insurance and health benefits</td>,"<td>Abhishek Poddar, Saurabh Arora</td>","<td>Surge, Tanglin Venture Partners</td>","<td>$4,100,000</td>",<td></td>
2619,<td>STAGE</td>,<td>2019</td>,<td>Indore</td>,<td>Entertainment </td>,<td>STAGE is an Indian language content platform for artist-led entertainment.</td>,"<td>Shashank Vaishnav, Vinay Singhal, Parveen Singhal</td>",<td>Venture Catalysts</td>,"<td>$1,000,000</td>",<td></td>
2620,<td>Nykaa</td>,<td>2012</td>,<td>Mumbai</td>,<td>Cosmetics</td>,<td>Nykaa is an online marketplace for different beauty and wellness products.</td>,<td>Falguni Nayar</td>,"<td>Alia Bhatt, Katrina Kaif</td>",<td>Undisclosed</td>,<td></td>
2621,<td>Kaagaz Scanner</td>,<td>2020</td>,<td></td>,<td>Scanning app</td>,<td>Kaagaz Scanner is the Indian replacement to banned Cam Scanner App.</td>,"<td>Snehanshu Gandhi, Gaurav Shrishrimal</td>",<td>Pravega Ventures</td>,"<td>$575,000</td>",<td></td>
2622,<td>NIRA</td>,<td>2017</td>,<td>Bangalore</td>,<td>FinTech</td>,"<td>NIRA promotes financial inclusion by creating simple, transparent products that empower individuals to live a life of choice and freedom.</td>","<td>Rohit Sen, Nupur Gupta</td>","<td>Techstars Bangalore Accelerator, Techstars</td>","<td>$1,000,000</td>",<td></td>
2623,<td>Prolixr</td>,<td>2018</td>,<td>Gurugram</td>,<td>Skincare startup</td>,<td>A premium skincare brand committed towards building innovative skin care wellness.</td>,"<td>Aditya Sharma, Jayesh Hans</td>","<td>Alfa Ventures, Divij Bajaj</td>",<td>Undisclosed</td>,<td>Seed</td>
2624,<td>Byju's</td>,<td>2011</td>,<td>Bangalore</td>,<td>EdTech</td>,<td>BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.</td>,"<td>Byju Raveendran, Divya Gokulnath</td>","<td>Owl Ventures, Tiger Global Management</td>","<td>$200,000,000</td>",<td></td>
2625,<td>DaMENSCH</td>,<td>2018</td>,<td>Bangalore</td>,<td>E-commerce </td>,<td>DaMENSCH is a designer and seller of men's apparel.</td>,"<td>Anurag Saboo, Gaurav Pushkar</td>","<td>Whiteboard Capital, Matrix Partners India</td>","<td>$6,000,000</td>",<td></td>
2626,<td>Country Delight</td>,<td>2015</td>,<td>Haryana</td>,<td>Food and Beverages</td>,<td>Country Delight produces and distributes milk intended to provide good quality and unadulterated milk at doorstep.</td>,"<td>Chakradhar Gade, Nitin Kaushal</td>","<td>Orios Venture Partners, Matrix Partners India</td>","<td>$25,000,000</td>",<td>Series C</td>
2627,<td>SignalX</td>,<td>2018</td>,<td>Hyderabad</td>,<td>AI startup</td>,<td>SignalX offers an artificial intelligence-powered SaaS platform</td>,"<td>Govind Balachandran, Zakir Wahab, Piyush Arora</td>","<td>9Unicorns, 3Lines VC, Hyderabad Angels</td>","<td>$800,000</td>",<td>Seed</td>
2628,<td>Lancify</td>,<td>2018</td>,<td>Bangalore</td>,<td>EdTech</td>,<td>Lancify is building the world's strongest young workforce</td>,"<td>Gowtham Sundaresan, Azan Barodawala</td>","<td>Techstars, Techstars Bangalore Accelerator</td>","<td>$300,000</td>",<td></td>
2629,<td>Krimanshi</td>,<td>2015</td>,<td>Jodhpur</td>,<td>Biotechnology company</td>,<td>Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.</td>,<td>Nikhil Bohra</td>,"<td>Rajasthan Venture Capital Fund, AIM Smart City</td>","<td>$600,000</td>",<td>Seed</td>
2630,<td>Instoried</td>,<td>2018</td>,<td>Bangalore</td>,<td>AI startup</td>,<td>Instoried is an augmented writing platform which improves customer interest and engagement.</td>,"<td>Sharmin Ali, Sutanshu Raj</td>","<td>Venture Catalysts, SOSV</td>","<td>$1,000,000</td>",<td>Pre-series A</td>
2631,<td>PlayerzPot</td>,<td>2015</td>,<td>Mumbai</td>,<td>Gaming startup</td>,"<td>Favorite fantasy cricket, football &amp; kabaddi leagues online to win daily cash and prizes</td>","<td>Yogesh, Mitesh Gangar</td>",<td></td>,"<td>$3,000,000</td>",<td>Series A</td>
2632,<td>Instamojo</td>,<td>2012</td>,<td>Bangalore</td>,<td>FinTech</td>,"<td>Instamojo is an on-demand payments platform that enables entrepreneurs to build, manage, and grow their business online.</td>","<td>Aditya Sengupta, Akash Gehani, Harshad Sharma, Sampad Swain</td>","<td>BASE, Gunosy Capital</td>",<td>Undisclosed</td>,<td></td>
2633,<td>Turtlemint</td>,<td>2015</td>,<td>Mumbai</td>,<td>Healthtech</td>,<td>Turtlemint has built Indian personalized insurance platform</td>,"<td>Anand Prabhudesai, Dhirendra Mahyavanshi, Kunal Shah</td>","<td>Nexus Venture Partners, Dream Incubator</td>","<td>$30,000,000</td>",<td></td>
2634,<td>Arata</td>,<td>2017</td>,<td>New Delhi</td>,<td>E-commerce </td>,<td>Arata is an e-commerce site for beauty products and cosmetics.</td>,"<td>Dhruv Madhok, Dhruv Bhasin</td>",<td>DSG Consumer Partners</td>,"<td>$1,000,000</td>",<td>Pre-series A</td>
2635,<td>MPL</td>,<td>2018</td>,<td>Bangalore</td>,<td>Gaming startup</td>,<td>Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.</td>,"<td>Sai Srinivas Kiran G, Shubham Malhotra</td>","<td>Pegasus Tech Ventures, Base Partners</td>","<td>$5,000,000</td>",<td></td>
2636,<td>True Balance</td>,<td>2014</td>,<td>Gurugram</td>,<td>FinTech</td>,<td>True Balance is a digital wallet that enables users to access utility bill payment and other financial products.</td>,"<td>Cheolwon Lee, Jay Yi, Martin Lee</td>","<td>IBK Capital, SB Partners</td>","<td>$28,000,000</td>",<td></td>
